,0,1,2,3,4,5
366,08-03,"11:42:00,438.82,438.86,438.52,438.63,109206.0",,,,
367,08-03,"11:43:00,438.62,438.84,438.32,438.4035,115904.0",,,,
368,08-03,"11:44:00,438.4068,438.75,438.2301,438.28,145155.0",,,,
369,08-03,"11:45:00,438.345,438.47,438.22,438.31,58219.0",,,,
370,08-03,"11:46:00,438.32,438.4068,437.87,437.975,98605.0",,,,
371,08-03,"11:47:00,437.99,438.13,437.84,438.015,82734.0",,,,
372,08-03,"11:48:00,438.01,438.36,437.92,438.15,88288.0",,,,
373,08-03,"11:49:00,438.19,438.2,437.69,437.77,83340.0",,,,
374,08-03,"11:50:00,437.785,437.935,437.66,437.83,68668.0",,,,
375,08-03,"11:51:00,437.82,438.07,437.7169,438.06,82532.0",,,,
376,08-03,"11:52:00,438.02,438.3,437.78,438.22,95722.0",,,,
377,08-03,"11:53:00,438.27,438.59,438.0,438.575,109347.0",,,,
378,08-03,"11:54:00,438.575,439.06,438.47,439.015,109485.0",,,,
379,08-03,"11:55:00,439.01,439.06,438.62,438.635,78059.0",,,,
380,08-03,"11:56:00,438.6438,439.1,438.58,439.1,81998.0",,,,
381,08-03,"11:57:00,439.0899,439.1,438.75,438.795,75474.0",,,,
382,08-03,"11:58:00,438.7811,439.0324,438.7401,438.8534,58453.0",,,,
383,08-03,"11:59:00,438.86,439.16,438.75,438.785,110254.0",,,,
384,08-03,"12:00:00,438.7817,439.41,438.65,439.3842,124830.0",,,,
385,08-03,"12:01:00,439.41,439.45,439.02,439.1468,94988.0",,,,
386,08-03,"12:02:00,439.14,439.14,438.47,438.755,105359.0",,,,
387,08-03,"12:03:00,438.7494,438.81,438.36,438.545,82661.0",,,,
388,08-03,"12:04:00,438.54,438.98,438.45,438.91,73751.0",,,,
389,08-03,"12:05:00,438.93,439.06,438.82,439.0309,80530.0",,,,
390,08-03,"12:06:00,439.035,439.17,438.8,439.135,75950.0",,,,
391,08-03,"12:07:00,439.11,439.66,439.11,439.38,143287.0",,,,
392,08-03,"12:08:00,439.37,439.55,439.18,439.18,87054.0",,,,
393,08-03,"12:09:00,439.18,439.2324,438.9247,439.15,78116.0",,,,
394,08-03,"12:10:00,439.15,439.39,439.08,439.33,62243.0",,,,
395,08-03,"12:11:00,439.31,439.34,438.59,438.61,111414.0",,,,
396,08-03,"12:12:00,438.5956,438.6524,438.25,438.335,122043.0",,,,
397,08-03,"12:13:00,438.335,438.74,438.3,438.5179,94869.0",,,,
398,08-03,"12:14:00,438.5191,439.06,438.47,438.93,75953.0",,,,
399,08-03,"12:15:00,438.91,439.04,438.63,438.925,81821.0",,,,
400,08-03,"12:16:00,438.981,438.981,438.43,438.58,102014.0",,,,
401,08-03,"12:17:00,438.61,438.64,438.04,438.13,116102.0",,,,
402,08-03,"12:18:00,438.1285,438.2678,437.94,437.965,104091.0",,,,
403,08-03,"12:19:00,438.02,438.36,437.95,438.28,90886.0",,,,
404,08-03,"12:20:00,438.28,438.43,437.97,438.18,77034.0",,,,
405,08-03,"12:21:00,438.24,438.33,438.0871,438.175,55438.0",,,,
406,08-03,"12:22:00,438.15,438.2,437.96,438.09,92644.0",,,,
407,08-03,"12:23:00,438.1338,438.36,438.11,438.3,59473.0",,,,
408,08-03,"12:24:00,438.34,438.7,438.34,438.365,77270.0",,,,
409,08-03,"12:25:00,438.38,438.4834,438.33,438.39,46950.0",,,,
410,08-03,"12:26:00,438.39,438.51,438.05,438.23,85790.0",,,,
411,08-03,"12:27:00,438.275,438.95,438.275,438.9044,123293.0",,,,
412,08-03,"12:28:00,438.92,438.95,438.55,438.58,75867.0",,,,
413,08-03,"12:29:00,438.6,438.69,438.4601,438.55,59162.0",,,,
414,08-03,"12:30:00,438.52,439.12,438.4801,438.8369,98089.0",,,,
415,08-03,"12:31:00,438.83,439.12,438.78,438.8821,61592.0",,,,
416,08-03,"12:32:00,438.87,439.18,438.85,438.9915,61015.0",,,,
417,08-03,"12:33:00,438.982,439.109,438.67,438.69,63986.0",,,,
418,08-03,"12:34:00,438.72,438.72,438.3,438.485,94111.0",,,,
419,08-03,"12:35:00,438.49,438.7186,438.421,438.6954,57428.0",,,,
420,08-03,"12:36:00,438.67,438.67,438.3,438.56,75190.0",,,,
421,08-03,"12:37:00,438.59,438.69,438.3299,438.39,101438.0",,,,
422,08-03,"12:38:00,438.375,438.47,437.924,437.97,143929.0",,,,
423,08-03,"12:39:00,437.98,438.16,437.1501,437.2,157993.0",,,,
424,08-03,"12:40:00,437.26,437.26,436.85,436.9,215411.0",,,,
425,08-03,"12:41:00,436.9,437.0299,436.41,436.48,210756.0",,,,
426,08-03,"12:42:00,436.49,436.76,436.25,436.715,185634.0",,,,
427,08-03,"12:43:00,436.755,437.08,436.6101,436.83,181854.0",,,,
428,08-03,"12:44:00,436.825,437.01,436.49,436.54,149267.0",,,,
429,08-03,"12:45:00,436.54,436.59,435.61,435.7899,227867.0",,,,
430,08-03,"12:46:00,435.81,436.4599,435.6345,436.1938,161866.0",,,,
431,08-03,"12:47:00,436.28,436.61,435.97,436.61,96934.0",,,,
432,08-03,"12:48:00,436.6085,436.68,436.08,436.31,99548.0",,,,
433,08-03,"12:49:00,436.3,436.5788,435.81,435.97,381443.0",,,,
434,08-03,"12:50:00,435.98,436.3699,435.85,436.33,94510.0",,,,
435,08-03,"12:51:00,436.325,436.345,435.7,435.9401,118334.0",,,,
436,08-03,"12:52:00,435.94,436.18,435.76,435.9,120002.0",,,,
437,08-03,"12:53:00,435.96,436.32,435.8667,436.0249,97480.0",,,,
438,08-03,"12:54:00,436.05,436.0923,435.38,435.45,120357.0",,,,
439,08-03,"12:55:00,435.54,435.9947,435.4785,435.8097,116165.0",,,,
440,08-03,"12:56:00,435.84,436.0475,435.5401,436.0,103116.0",,,,
441,08-03,"12:57:00,436.03,436.04,435.67,435.97,77917.0",,,,
442,08-03,"12:58:00,435.98,436.67,435.97,436.67,148451.0",,,,
443,08-03,"12:59:00,436.6401,436.93,436.57,436.6918,161330.0",,,,
444,08-03,"13:00:00,436.75,436.86,436.55,436.7399,88017.0",,,,
445,08-03,"13:01:00,436.7235,436.75,436.45,436.4749,231602.0",,,,
446,08-03,"13:02:00,436.45,436.89,436.33,436.8899,90596.0",,,,
447,08-03,"13:03:00,436.9159,437.33,436.88,437.1203,166488.0",,,,
448,08-03,"13:04:00,437.1,437.5,437.1,437.34,147729.0",,,,
449,08-03,"13:05:00,437.35,437.58,437.04,437.06,130570.0",,,,
450,08-03,"13:06:00,437.0575,437.41,437.0575,437.4,77358.0",,,,
451,08-03,"13:07:00,437.48,437.63,437.18,437.36,84049.0",,,,
452,08-03,"13:08:00,437.33,437.41,437.06,437.2,81002.0",,,,
453,08-03,"13:09:00,437.2,437.35,437.1324,437.325,43538.0",,,,
454,08-03,"13:10:00,437.34,437.34,436.85,437.07,120135.0",,,,
455,08-03,"13:11:00,437.06,437.2,436.87,436.9001,58742.0",,,,
456,08-03,"13:12:00,436.9254,437.1294,436.91,436.94,38450.0",,,,
457,08-03,"13:13:00,436.945,437.2,436.8501,436.9868,56152.0",,,,
458,08-03,"13:14:00,436.97,437.2,436.9516,437.18,66256.0",,,,
459,08-03,"13:15:00,437.18,437.24,436.44,436.47,92783.0",,,,
460,08-03,"13:16:00,436.55,436.88,436.5102,436.7871,60542.0",,,,
461,08-03,"13:17:00,436.79,436.98,436.74,436.9,49476.0",,,,
462,08-03,"13:18:00,436.92,436.95,436.54,436.65,70774.0",,,,
463,08-03,"13:19:00,436.73,436.8,436.52,436.8,62354.0",,,,
464,08-03,"13:20:00,436.875,437.0,436.72,436.8727,61230.0",,,,
465,08-03,"13:21:00,436.89,437.11,436.89,437.0204,61096.0",,,,
466,08-03,"13:22:00,437.04,437.11,436.25,436.38,101833.0",,,,
467,08-03,"13:23:00,436.45,436.53,436.105,436.2999,109026.0",,,,
468,08-03,"13:24:00,436.276,436.38,435.93,436.2658,108555.0",,,,
469,08-03,"13:25:00,436.28,436.35,436.13,436.34,58281.0",,,,
470,08-03,"13:26:00,436.32,436.32,435.91,435.91,267747.0",,,,
471,08-03,"13:27:00,435.99,436.33,435.91,436.33,66855.0",,,,
472,08-03,"13:28:00,436.305,436.37,435.9362,436.0574,73871.0",,,,
473,08-03,"13:29:00,436.13,436.49,436.08,436.3,84514.0",,,,
474,08-03,"13:30:00,436.31,436.33,435.7,436.11,93425.0",,,,
475,08-03,"13:31:00,436.15,436.4,435.95,436.32,73597.0",,,,
476,08-03,"13:32:00,436.295,436.3399,435.82,435.86,66188.0",,,,
477,08-03,"13:33:00,435.8865,436.03,435.65,435.7458,65063.0",,,,
478,08-03,"13:34:00,435.73,436.0,435.72,435.89,56793.0",,,,
479,08-03,"13:35:00,436.0,436.2,435.92,435.967,64894.0",,,,
480,08-03,"13:36:00,436.0,436.2,435.9441,436.025,49087.0",,,,
481,08-03,"13:37:00,436.03,436.32,436.0,436.12,87395.0",,,,
482,08-03,"13:38:00,436.1,436.22,436.0,436.0,76620.0",,,,
483,08-03,"13:39:00,436.02,436.15,435.81,435.85,68472.0",,,,
484,08-03,"13:40:00,435.83,435.99,435.66,435.66,63691.0",,,,
485,08-03,"13:41:00,435.66,435.8652,435.465,435.465,74028.0",,,,
486,08-03,"13:42:00,435.47,435.65,435.37,435.62,68337.0",,,,
487,08-03,"13:43:00,435.6001,435.675,435.41,435.49,48741.0",,,,
488,08-03,"13:44:00,435.51,435.5337,434.79,435.115,286381.0",,,,
489,08-03,"13:45:00,435.165,435.165,434.6,434.86,121567.0",,,,
490,08-03,"13:46:00,434.91,435.42,434.82,435.2707,115737.0",,,,
491,08-03,"13:47:00,435.32,435.66,435.26,435.27,75384.0",,,,
492,08-03,"13:48:00,435.32,435.46,435.125,435.3696,80418.0",,,,
493,08-03,"13:49:00,435.365,435.44,435.02,435.25,80239.0",,,,
494,08-03,"13:50:00,435.25,435.46,435.15,435.46,49599.0",,,,
495,08-03,"13:51:00,435.445,435.6099,435.3,435.39,84210.0",,,,
496,08-03,"13:52:00,435.41,435.86,435.39,435.814,108373.0",,,,
497,08-03,"13:53:00,435.8141,436.25,435.66,436.22,142976.0",,,,
498,08-03,"13:54:00,436.25,436.42,435.91,436.0652,138435.0",,,,
499,08-03,"13:55:00,436.065,436.15,435.96,436.05,44507.0",,,,
500,08-03,"13:56:00,436.05,436.429,436.03,436.1,81929.0",,,,
501,08-03,"13:57:00,436.07,436.35,435.73,435.77,286588.0",,,,
502,08-03,"13:58:00,435.78,436.17,435.76,435.98,72374.0",,,,
503,08-03,"13:59:00,435.99,436.01,435.77,435.8257,61088.0",,,,
504,08-03,"14:00:00,435.89,436.12,435.82,435.9201,54157.0",,,,
505,08-03,"14:01:00,435.98,436.18,435.7,435.95,61602.0",,,,
506,08-03,"14:02:00,435.95,436.11,435.885,436.0164,50907.0",,,,
507,08-03,"14:03:00,436.0,436.24,435.84,436.2001,67837.0",,,,
508,08-03,"14:04:00,436.2099,436.71,436.1272,436.635,129759.0",,,,
509,08-03,"14:05:00,436.6599,436.9,436.52,436.8648,127466.0",,,,
510,08-03,"14:06:00,436.85,436.886,436.45,436.58,90047.0",,,,
511,08-03,"14:07:00,436.63,436.75,436.35,436.5,68155.0",,,,
512,08-03,"14:08:00,436.5027,436.63,436.22,436.4829,67906.0",,,,
513,08-03,"14:09:00,436.49,436.585,436.07,436.18,69535.0",,,,
514,08-03,"14:10:00,436.15,436.22,435.81,435.935,101609.0",,,,
515,08-03,"14:11:00,435.95,436.44,435.83,436.1703,87538.0",,,,
516,08-03,"14:12:00,436.1675,436.73,436.1675,436.42,85541.0",,,,
517,08-03,"14:13:00,436.45,436.69,436.3267,436.6515,53702.0",,,,
518,08-03,"14:14:00,436.62,437.2,436.55,437.1146,156708.0",,,,
519,08-03,"14:15:00,437.0948,437.54,436.9,437.3654,175823.0",,,,
520,08-03,"14:16:00,437.3654,437.75,437.18,437.74,139737.0",,,,
521,08-03,"14:17:00,437.7318,438.11,437.6,437.86,165741.0",,,,
522,08-03,"14:18:00,437.88,438.6,437.79,438.35,249020.0",,,,
523,08-03,"14:19:00,438.35,438.46,438.0801,438.29,141254.0",,,,
524,08-03,"14:20:00,438.305,438.36,438.125,438.25,121896.0",,,,
525,08-03,"14:21:00,438.25,438.3,437.96,438.1,120669.0",,,,
526,08-03,"14:22:00,438.11,438.35,438.07,438.215,75478.0",,,,
527,08-03,"14:23:00,438.2054,438.2334,437.7508,437.8432,94597.0",,,,
528,08-03,"14:24:00,437.835,438.07,437.63,437.93,95239.0",,,,
529,08-03,"14:25:00,437.97,438.53,437.96,438.28,160197.0",,,,
530,08-03,"14:26:00,438.285,438.3838,438.0764,438.1453,167316.0",,,,
531,08-03,"14:27:00,438.16,438.23,437.85,438.09,81441.0",,,,
532,08-03,"14:28:00,438.08,438.3,438.02,438.175,66904.0",,,,
533,08-03,"14:29:00,438.23,438.29,437.96,438.045,108494.0",,,,
534,08-03,"14:30:00,438.045,438.35,438.01,438.2128,72783.0",,,,
535,08-03,"14:31:00,438.225,438.42,438.1001,438.1001,91438.0",,,,
536,08-03,"14:32:00,438.1,438.182,437.81,437.8671,71770.0",,,,
537,08-03,"14:33:00,437.88,437.9799,437.7,437.78,82362.0",,,,
538,08-03,"14:34:00,437.78,437.8049,437.55,437.56,61529.0",,,,
539,08-03,"14:35:00,437.59,437.59,437.08,437.08,124724.0",,,,
540,08-03,"14:36:00,437.11,437.14,436.75,437.14,138234.0",,,,
541,08-03,"14:37:00,437.14,437.145,436.65,437.0301,81434.0",,,,
542,08-03,"14:38:00,437.075,437.4016,436.99,437.1988,93257.0",,,,
543,08-03,"14:39:00,437.175,437.6299,437.175,437.505,91070.0",,,,
544,08-03,"14:40:00,437.51,437.5559,437.2,437.2,46415.0",,,,
545,08-03,"14:41:00,437.195,437.55,437.11,437.2075,79563.0",,,,
546,08-03,"14:42:00,437.22,437.36,437.17,437.3,46017.0",,,,
547,08-03,"14:43:00,437.29,437.36,436.86,436.96,97222.0",,,,
548,08-03,"14:44:00,436.97,437.035,436.53,436.89,96451.0",,,,
549,08-03,"14:45:00,436.878,437.0,436.4,436.55,86174.0",,,,
550,08-03,"14:46:00,436.58,437.05,436.36,436.82,299331.0",,,,
551,08-03,"14:47:00,436.87,437.22,436.81,437.125,104410.0",,,,
552,08-03,"14:48:00,437.14,437.28,436.85,436.8601,66490.0",,,,
553,08-03,"14:49:00,436.91,437.4,436.8,437.3,79159.0",,,,
554,08-03,"14:50:00,437.2822,437.6923,437.2822,437.4254,123392.0",,,,
555,08-03,"14:51:00,437.3801,437.705,437.23,437.705,87096.0",,,,
556,08-03,"14:52:00,437.715,438.58,437.7001,438.5,214917.0",,,,
557,08-03,"14:53:00,438.48,439.1,438.44,438.831,262466.0",,,,
558,08-03,"14:54:00,438.831,439.11,438.76,438.885,147364.0",,,,
559,08-03,"14:55:00,438.89,439.06,438.62,438.67,116722.0",,,,
560,08-03,"14:56:00,438.64,439.45,438.64,439.2339,227466.0",,,,
561,08-03,"14:57:00,439.2477,439.63,439.04,439.56,159113.0",,,,
562,08-03,"14:58:00,439.57,439.58,439.2001,439.3,167307.0",,,,
563,08-03,"14:59:00,439.3099,439.54,439.14,439.325,150920.0",,,,
564,08-03,"15:00:00,439.325,439.35,438.49,438.57,195124.0",,,,
565,08-03,"15:01:00,438.63,438.63,438.2785,438.555,120157.0",,,,
566,08-03,"15:02:00,438.5732,438.89,438.47,438.7794,98648.0",,,,
567,08-03,"15:03:00,438.79,438.86,437.4,437.45,208730.0",,,,
568,08-03,"15:04:00,437.44,437.8,437.36,437.465,138073.0",,,,
569,08-03,"15:05:00,437.4438,437.8,437.4438,437.78,105705.0",,,,
570,08-03,"15:06:00,437.78,437.93,437.3446,437.4,193392.0",,,,
571,08-03,"15:07:00,437.41,437.9,437.35,437.7531,108552.0",,,,
572,08-03,"15:08:00,437.8,437.98,437.7,437.89,97458.0",,,,
573,08-03,"15:09:00,437.92,438.54,437.89,438.1713,159123.0",,,,
574,08-03,"15:10:00,438.1659,438.19,437.2938,437.5534,143015.0",,,,
575,08-03,"15:11:00,437.54,437.87,437.36,437.67,82113.0",,,,
576,08-03,"15:12:00,437.71,437.84,437.3501,437.57,84838.0",,,,
577,08-03,"15:13:00,437.56,437.75,436.6801,436.91,182493.0",,,,
578,08-03,"15:14:00,436.93,437.3,436.84,437.1706,105861.0",,,,
579,08-03,"15:15:00,437.145,437.54,436.9,437.4041,147893.0",,,,
580,08-03,"15:16:00,437.3999,437.88,436.75,436.78,199033.0",,,,
581,08-03,"15:17:00,436.76,437.01,436.06,436.14,276233.0",,,,
582,08-03,"15:18:00,436.12,436.66,436.1,436.36,114499.0",,,,
583,08-03,"15:19:00,436.4308,436.86,436.42,436.725,85336.0",,,,
584,08-03,"15:20:00,436.77,436.82,436.38,436.6,102313.0",,,,
585,08-03,"15:21:00,436.58,436.92,436.27,436.855,111142.0",,,,
586,08-03,"15:22:00,436.88,437.27,436.62,437.09,126582.0",,,,
587,08-03,"15:23:00,437.09,437.6,436.97,437.5704,142647.0",,,,
588,08-03,"15:24:00,437.54,437.6,437.3,437.555,90933.0",,,,
589,08-03,"15:25:00,437.565,437.78,437.43,437.7001,127140.0",,,,
590,08-03,"15:26:00,437.75,437.76,437.2,437.3808,78146.0",,,,
591,08-03,"15:27:00,437.39,437.39,436.8,436.8102,127865.0",,,,
592,08-03,"15:28:00,436.8102,437.08,436.61,436.9966,102966.0",,,,
593,08-03,"15:29:00,437.035,437.3236,436.79,436.8998,122437.0",,,,
594,08-03,"15:30:00,436.875,437.22,436.8,436.835,109463.0",,,,
595,08-03,"15:31:00,436.98,437.18,436.79,437.0901,127143.0",,,,
596,08-03,"15:32:00,437.095,437.095,436.5,436.7,114775.0",,,,
597,08-03,"15:33:00,436.72,436.8499,436.31,436.7423,115775.0",,,,
598,08-03,"15:34:00,436.73,436.73,435.99,436.0,166010.0",,,,
599,08-03,"15:35:00,436.0126,436.585,435.83,436.475,161178.0",,,,
600,08-03,"15:36:00,436.52,436.9,436.43,436.755,88924.0",,,,
601,08-03,"15:37:00,436.77,437.08,436.67,436.75,120967.0",,,,
602,08-03,"15:38:00,436.72,437.17,436.66,437.1459,82875.0",,,,
603,08-03,"15:39:00,437.1301,437.31,436.94,437.071,110252.0",,,,
604,08-03,"15:40:00,437.09,437.5,437.0601,437.38,120574.0",,,,
605,08-03,"15:41:00,437.37,437.61,437.26,437.39,131268.0",,,,
606,08-03,"15:42:00,437.39,437.63,437.31,437.4509,99202.0",,,,
607,08-03,"15:43:00,437.4,437.5,437.3,437.47,79337.0",,,,
608,08-03,"15:44:00,437.4542,437.75,437.37,437.6212,114976.0",,,,
609,08-03,"15:45:00,437.63,438.0393,437.57,437.9001,143926.0",,,,
610,08-03,"15:46:00,437.86,437.91,437.2,437.41,145929.0",,,,
611,08-03,"15:47:00,437.42,437.49,437.24,437.4838,87497.0",,,,
612,08-03,"15:48:00,437.48,437.75,437.381,437.62,116210.0",,,,
613,08-03,"15:49:00,437.5922,437.68,437.52,437.53,109648.0",,,,
614,08-03,"15:50:00,437.545,437.62,437.31,437.49,90970.0",,,,
615,08-03,"15:51:00,437.54,437.56,436.01,436.02,265490.0",,,,
616,08-03,"15:52:00,436.05,436.05,435.4,435.63,265143.0",,,,
617,08-03,"15:53:00,435.59,436.0669,435.59,436.02,205589.0",,,,
618,08-03,"15:54:00,435.99,436.5,435.99,436.2,165138.0",,,,
619,08-03,"15:55:00,436.18,436.39,435.8,435.865,154408.0",,,,
620,08-03,"15:56:00,435.85,435.99,435.61,435.9,150317.0",,,,
621,08-03,"15:57:00,435.9,435.95,435.52,435.735,155284.0",,,,
622,08-03,"15:58:00,435.74,435.8,435.08,435.21,252605.0",,,,
623,08-03,"15:59:00,435.25,435.835,435.14,435.835,259663.0",,,,
624,08-03,"16:00:00,435.82,436.06,435.1,435.66,404697.0",,,,
625,08-03,"16:01:00,435.75,435.75,435.06,435.48,474846.0",,,,
626,08-03,"16:02:00,435.39,435.39,435.26,435.2999,4289.0",,,,
627,08-03,"16:03:00,435.26,435.33,435.15,435.15,5059.0",,,,
628,08-03,"16:04:00,435.16,435.345,435.15,435.345,6583.0",,,,
629,08-03,"16:05:00,435.3,435.46,435.3,435.46,12857.0",,,,
630,08-03,"16:06:00,435.3801,435.62,435.3801,435.62,8460.0",,,,
631,08-03,"16:07:00,435.7,435.7,435.5,435.5,5503.0",,,,
632,08-03,"16:08:00,435.44,435.5,435.15,435.15,5815.0",,,,
633,08-03,"16:09:00,435.16,435.3,435.0,435.3,4590.0",,,,
634,08-03,"16:10:00,435.02,435.26,435.02,435.26,1580.0",,,,
635,08-03,"16:11:00,435.26,435.4,435.25,435.4,3663.0",,,,
636,08-03,"16:12:00,435.2,435.2,435.2,435.2,1401.0",,,,
637,08-03,"16:13:00,435.35,438.6105,435.35,435.5,3795.0",,,,
638,08-03,"16:14:00,435.5,438.5852,435.5,435.5,36248.0",,,,
639,08-03,"16:15:00,435.5,435.6,435.5,435.5,1816.0",,,,
640,08-03,"16:16:00,435.56,435.56,435.46,435.5,1683.0",,,,
641,08-03,"16:17:00,435.45,435.75,435.05,435.05,2974.0",,,,
642,08-03,"16:19:00,435.38,435.47,435.35,435.35,1180.0",,,,
643,08-03,"16:20:00,435.4,435.47,435.37,435.47,943.0",,,,
644,08-03,"16:21:00,435.45,435.75,435.4,435.4,2298.0",,,,
645,08-03,"16:22:00,435.4,435.45,435.4,435.45,1248.0",,,,
646,08-03,"16:23:00,435.37,435.37,435.33,435.33,2254.0",,,,
647,08-03,"16:24:00,435.265,435.75,435.25,435.35,5789.0",,,,
648,08-03,"16:25:00,435.35,435.35,435.26,435.32,581.0",,,,
649,08-03,"16:26:00,435.3498,435.35,435.03,435.24,4030.0",,,,
650,08-03,"16:27:00,435.29,435.29,435.21,435.21,945.0",,,,
651,08-03,"16:28:00,435.26,435.26,435.2298,435.23,3314.0",,,,
652,08-03,"16:29:00,435.1,435.1,435.1,435.1,1028.0",,,,
653,08-03,"16:30:00,435.05,435.05,435.05,435.05,1566.0",,,,
654,08-03,"16:31:00,435.14,435.25,435.14,435.25,2373.0",,,,
655,08-03,"16:32:00,435.13,435.2,435.13,435.2,1277.0",,,,
656,08-03,"16:33:00,435.2,435.23,435.13,435.23,3312.0",,,,
657,08-03,"16:34:00,435.24,435.24,435.24,435.24,691.0",,,,
658,08-03,"16:35:00,435.23,435.2398,435.21,435.2398,1019.0",,,,
659,08-03,"16:36:00,435.155,435.24,435.155,435.24,900.0",,,,
660,08-03,"16:37:00,435.25,435.25,435.25,435.25,841.0",,,,
661,08-03,"16:38:00,435.2,435.21,435.17,435.17,645.0",,,,
662,08-03,"16:39:00,435.17,435.28,435.17,435.28,727.0",,,,
663,08-03,"16:40:00,435.25,435.25,435.25,435.25,389.0",,,,
664,08-03,"16:41:00,435.3,435.3,435.22,435.22,2645.0",,,,
665,08-03,"16:43:00,435.23,435.27,435.23,435.27,2608.0",,,,
666,08-03,"16:44:00,435.48,435.48,435.48,435.48,1688.0",,,,
667,08-03,"16:45:00,435.43,435.45,435.43,435.45,1108.0",,,,
668,08-03,"16:46:00,435.55,435.75,435.55,435.62,13893.0",,,,
669,08-03,"16:47:00,435.59,435.59,435.56,435.56,1720.0",,,,
670,08-03,"16:48:00,435.62,435.62,435.5,435.5,1163.0",,,,
671,08-03,"16:49:00,435.52,435.52,435.52,435.52,914.0",,,,
672,08-03,"16:50:00,435.51,435.6,435.51,435.6,908.0",,,,
673,08-03,"16:51:00,435.5,435.5,435.46,435.46,1312.0",,,,
674,08-03,"16:52:00,435.55,435.55,435.55,435.55,1742.0",,,,
675,08-03,"16:53:00,435.47,435.52,435.46,435.52,787.0",,,,
676,08-03,"16:55:00,435.5,435.5,435.5,435.5,449.0",,,,
677,08-03,"16:57:00,435.54,435.55,435.5,435.55,1879.0",,,,
678,08-03,"16:58:00,435.55,435.7,435.55,435.7,2494.0",,,,
679,08-03,"16:59:00,435.645,435.7,435.645,435.7,1361.0",,,,
680,08-03,"17:00:00,435.66,435.69,435.63,435.69,1279.0",,,,
681,08-03,"17:02:00,435.62,435.62,435.62,435.62,375.0",,,,
682,08-03,"17:03:00,435.65,435.65,435.65,435.65,194.0",,,,
683,08-03,"17:04:00,435.61,435.65,435.61,435.65,731.0",,,,
684,08-03,"17:06:00,435.6,435.6,435.6,435.6,516.0",,,,
685,08-03,"17:07:00,435.546,435.546,435.45,435.48,2561.0",,,,
686,08-03,"17:08:00,435.48,435.48,435.48,435.48,788.0",,,,
687,08-03,"17:09:00,435.47,435.47,435.47,435.47,222.0",,,,
688,08-03,"17:10:00,435.4798,435.48,435.4798,435.48,789.0",,,,
689,08-03,"17:11:00,435.48,435.48,435.48,435.48,492.0",,,,
690,08-03,"17:15:00,435.336,435.336,435.3301,435.3301,485.0",,,,
691,08-03,"17:17:00,435.43,435.47,435.43,435.47,1140.0",,,,
692,08-03,"17:18:00,435.48,435.48,435.47,435.47,1486.0",,,,
693,08-03,"17:19:00,435.48,435.48,435.47,435.47,1059.0",,,,
694,08-03,"17:20:00,435.48,435.48,435.48,435.48,613.0",,,,
695,08-03,"17:21:00,435.33,435.47,435.33,435.47,1098.0",,,,
696,08-03,"17:22:00,435.47,435.47,435.47,435.47,188.0",,,,
697,08-03,"17:23:00,435.47,435.47,435.35,435.35,1212.0",,,,
698,08-03,"17:24:00,435.35,435.35,435.35,435.35,265.0",,,,
699,08-03,"17:25:00,435.48,435.48,435.48,435.48,430.0",,,,
700,08-03,"17:27:00,435.33,435.48,435.33,435.48,700.0",,,,
701,08-03,"17:28:00,435.48,435.48,435.48,435.48,339.0",,,,
702,08-03,"17:29:00,435.48,435.48,435.35,435.35,1035.0",,,,
703,08-03,"17:30:00,435.27,435.27,435.25,435.25,494.0",,,,
704,08-03,"17:31:00,435.33,435.33,435.33,435.33,512.0",,,,
705,08-03,"17:32:00,435.11,435.11,435.11,435.11,651.0",,,,
706,08-03,"17:33:00,435.35,435.35,435.35,435.35,500.0",,,,
707,08-03,"17:35:00,435.25,435.25,435.01,435.01,1569.0",,,,
708,08-03,"17:36:00,435.04,435.04,435.0,435.01,1310.0",,,,
709,08-03,"17:37:00,435.01,435.75,435.01,435.01,29187.0",,,,
710,08-03,"17:38:00,435.25,435.25,435.06,435.06,1265.0",,,,
711,08-03,"17:39:00,435.24,435.24,435.15,435.15,1032.0",,,,
712,08-03,"17:43:00,435.11,435.11,435.11,435.11,606.0",,,,
713,08-03,"17:44:00,435.13,435.13,435.01,435.01,1746.0",,,,
714,08-03,"17:47:00,435.06,435.09,435.02,435.09,1017.0",,,,
715,08-03,"17:48:00,435.01,435.01,435.01,435.01,782.0",,,,
716,08-03,"17:50:00,435.01,435.02,435.01,435.02,1033.0",,,,
717,08-03,"17:51:00,435.01,435.01,435.01,435.01,472.0",,,,
718,08-03,"17:52:00,435.09,435.09,435.09,435.09,600.0",,,,
719,08-03,"17:53:00,435.04,435.15,435.04,435.15,730.0",,,,
720,08-03,"17:55:00,435.05,435.05,435.0,435.0,2599.0",,,,
721,08-03,"17:56:00,435.12,435.12,435.03,435.03,757.0",,,,
722,08-03,"17:57:00,435.12,435.12,435.02,435.12,1555.0",,,,
723,08-03,"17:58:00,435.1,435.15,435.1,435.15,1032.0",,,,
724,08-03,"17:59:00,435.15,435.15,435.15,435.15,832.0",,,,
725,08-03,"18:00:00,435.2,435.35,435.2,435.35,1348.0",,,,
726,08-03,"18:01:00,435.35,435.35,435.35,435.35,890.0",,,,
727,08-03,"18:02:00,435.39,435.45,435.39,435.45,1068.0",,,,
728,08-03,"18:04:00,435.44,435.44,435.44,435.44,128.0",,,,
729,08-03,"18:05:00,435.44,435.44,435.44,435.44,387.0",,,,
